dtime, time, flightTimeRemaining,acceleration, acceleration(2), acceleration(3),orientation(1), orientation(2), orientation(3),quad_pos(1), quad_pos(2), quad_pos(3),path_pos(1), path_pos(2), path_pos(3),path_psi,omega_psi,controls(1), controls(2), controls(3), controls(4),vbat,path_psi, error_psi
  0.05796528,   2.79931974,  37.20068026,  -0.02514648,   0.04418945,   1.16601563,   0.89568663,  -3.30149817,   1.70555007,   1.96298052,   0.04754418,  -0.06836232,   2.01100000,   0.06088404,  -0.21336342,   0.00000000,  -0.07441866, 44692.85158282,   0.27317601,   0.67866242,  -4.26387519,   3.14076233,   0.00000000,  -0.02976746
  0.05496716,   2.85428691,  37.14571309,  -0.01171875,   0.00268555,   1.01220703,   0.82900751,  -2.51885676,   1.48180008,   1.96299648,   0.04300961,  -0.06138657,   2.01100000,   0.06088404,  -0.20236999,   0.00000000,  -0.06465573, 45405.70758943,  -1.51644641,   0.75647730,  -3.70450020,   3.13548374,   0.00000000,  -0.02586229
  0.05696583,   2.91125274,  37.08874726,  -0.00097656,   0.03881836,   1.15405273,   0.69255036,  -1.63836682,   1.23573673,   1.96915849,   0.04198552,  -0.05077050,   2.01100000,   0.06088404,  -0.19097682,   0.00000000,  -0.05391919, 44679.06469782,  -0.29714030,  -1.61218417,  -3.08934182,   3.13548374,   0.00000000,  -0.02156767
  0.05496669,   2.96621943,  37.03378057,  -0.00903320,   0.00366211,   1.00537109,   0.42565760,  -1.42322481,   0.99367738,   1.97523715,   0.04190314,  -0.03926931,   2.01100000,   0.06088404,  -0.17998348,   0.00000000,  -0.04335735, 44382.17054959,   0.03610407,  -1.80399953,  -2.48419344,   3.14604092,   0.00000000,  -0.01734294
  0.05696607,   3.02318549,  36.97681451,   0.01611328,   0.05395508,   1.16162109,  -0.07892510,  -0.69454402,   0.73474091,   1.97822875,   0.03731798,  -0.03192133,   2.01100000,   0.06088404,  -0.16859027,   0.00000000,  -0.03205912, 45377.27658456,  -1.65920489,  -0.61720123,  -1.83685228,   3.14604092,   0.00000000,  -0.01282365
  0.05596900,   3.07915449,  36.92084551,  -0.04248047,  -0.01831055,   1.00244141,   0.15147349,   0.40301389,   0.52758795,   1.98653080,   0.03633815,  -0.02580435,   2.01100000,   0.06088404,  -0.15739647,   0.00000000,  -0.02302037, 45687.62153264,  -0.42876701,  -2.73750856,  -1.31896988,   3.15659809,   0.00000000,  -0.00920815
  0.05496430,   3.13411880,  36.86588120,  -0.00952148,   0.06860352,   1.17993164,   0.00529331,   0.58399093,   0.33294123,   1.99236061,   0.03623384,  -0.01523116,   2.01100000,   0.06088404,  -0.14640361,   0.00000000,  -0.01452730, 44650.33597799,  -0.11597499,  -2.05735879,  -0.83235309,   3.13548374,   0.00000000,  -0.00581092
  0.05597401,   3.19009280,  36.80990720,  -0.04614258,  -0.00781250,   1.00170898,  -0.32889289,   0.62688023,   0.25483093,   1.99600891,   0.03626460,  -0.00338892,   2.01100000,   0.06088404,  -0.13520881,   0.00000000,  -0.01111910, 44376.78056899,  -0.06978109,  -1.29921082,  -0.63707732,   3.13548374,   0.00000000,  -0.00444764
  0.05695915,   3.24705195,  36.75294805,   0.02148438,   0.03076172,   1.12915039,  -0.20189658,   1.41594112,   0.15860981,   2.00144685,   0.03635784,   0.00406973,   2.01100000,   0.06088404,  -0.12381698,   0.00000000,  -0.00692066, 45392.54150804,  -0.05477048,  -2.00360677,  -0.39652452,   3.14604092,   0.00000000,  -0.00276826
  0.05496621,   3.30201817,  36.69798183,  -0.03466797,  -0.00366211,   1.03735352,   0.12213635,   1.46406925,   0.08562873,   2.00195287,   0.03636622,   0.01495450,   2.01100000,   0.06088404,  -0.11282374,   0.00000000,  -0.00373626, 44541.59511384,  -0.09222853,  -0.26553055,  -0.21407183,   3.14604092,   0.00000000,  -0.00149450
  0.05596757,   3.35798573,  36.64201427,  -0.01196289,   0.00708008,   0.97143555,   0.20752990,   1.22039998,   0.02346542,   2.00353003,   0.03639475,   0.02691662,   2.01100000,   0.06088404,  -0.10163022,   0.00000000,  -0.00102387, 44329.34542669,  -0.09532826,  -0.69421143,  -0.05866355,   3.14076233,   0.00000000,  -0.00040955
  0.05996323,   3.41794896,  36.58205104,   0.01342773,   0.01782227,   1.05322266,   0.23615997,   1.30130124,   0.01582734,   2.00391952,   0.03167301,   0.03448647,   2.01100000,   0.06088404,  -0.08963758,   0.00000000,  -0.00069060, 45437.72175320,  -1.81857858,  -0.24311801,  -0.03956836,   3.14076233,   0.00000000,  -0.00027624
  0.05696487,   3.47491384,  36.52508616,  -0.01538086,   0.02416992,   1.08447266,   0.21771842,   0.79044789,   0.05094453,   2.00090753,   0.03519140,   0.04533766,   2.01100000,   0.06088404,  -0.07824460,   0.00000000,  -0.00222287, 44645.53714066,   1.11712942,   1.04985615,  -0.12736132,   3.15131950,   0.00000000,  -0.00088915
  0.05796599,   3.53287983,  36.46712017,  -0.01586914,  -0.04321289,   0.93408203,   0.05224970,   0.59458727,   0.16298451,   1.99706862,   0.03606817,   0.05249498,   2.01100000,   0.06088404,  -0.06665140,   0.00000000,  -0.00711154, 45485.62123886,   0.16377485,   1.39383260,  -0.40746126,   3.12492657,   0.00000000,  -0.00284462
  0.05496693,   3.58784676,  36.41215324,  -0.01586914,  -0.04321289,   0.93408203,  -0.06134984,   0.36589938,   0.29833424,   1.99619497,   0.03622628,   0.05865839,   2.01100000,   0.06088404,  -0.05565802,   0.00000000,  -0.01301729, 45650.38446875,  -0.09346028,   0.40060921,  -0.74583560,   3.12492657,   0.00000000,  -0.00520691
  0.05696559,   3.64481235,  36.35518765,  -0.03125000,   0.00317383,   0.98193359,   0.50680065,  -0.45817220,   0.42043129,   1.99526138,   0.03623914,   0.06939501,   2.01100000,   0.06088404,  -0.04426490,   0.00000000,  -0.01834478, 44724.37350191,  -0.15934610,   0.44806785,  -1.05107822,   3.12492657,   0.00000000,  -0.00733791
  0.05496764,   3.69977999,  36.30022001,   0.00170898,  -0.00341797,   0.96435547,   0.54547954,  -0.70474434,   0.47932187,   1.98970606,   0.03614280,   0.08090580,   2.01100000,   0.06088404,  -0.03327137,   0.00000000,  -0.02091436, 44486.58564245,  -0.19856596,   2.34205126,  -1.19830467,   3.12492657,   0.00000000,  -0.00836574
  0.05496669,   3.75474668,  36.24525332,   0.03442383,   0.02636719,   1.13867188,   0.28239515,  -0.43499881,   0.55754769,   1.98831538,   0.03611823,   0.08365149,   2.01100000,   0.06088404,  -0.02227803,   0.00000000,  -0.02432761, 46455.99302142,  -0.18629600,   0.78077687,  -1.39386922,   3.13548374,   0.00000000,  -0.00973104
  0.07895231,   3.83369899,  36.16630101,   0.01171875,   0.03686523,   1.02636719,   0.15030797,  -1.16432738,   0.65251517,   1.98391207,   0.04099290,   0.09887777,   2.01100000,   0.06088404,  -0.00648757,   0.00000000,  -0.02847135, 44749.70276558,   1.19941313,   1.53530606,  -1.63128793,   3.11964798,   0.00000000,  -0.01138854
  0.05496716,   3.88866615,  36.11133385,   0.02441406,   0.02465820,   1.12255859,   0.21915554,  -1.21387386,   0.63718522,   1.98011481,   0.04177038,   0.10589173,   2.01100000,   0.06088404,   0.00450586,   0.00000000,  -0.02780245, 45561.73712603,   0.22496001,   1.89154100,  -1.59296304,   3.11964798,   0.00000000,  -0.01112098
  0.05596638,   3.94463253,  36.05536747,   0.01660156,   0.10546875,   1.28637695,   0.34061366,  -0.96724331,   0.56647944,   1.97996689,   0.04192942,   0.11673316,   2.01100000,   0.06088404,   0.01569914,   0.00000000,  -0.02471733, 44733.78029710,  -0.02407077,   0.57823370,  -1.41619861,   3.12492657,   0.00000000,  -0.00988693
  0.05696559,   4.00159812,  35.99840188,  -0.01928711,   0.00659180,   1.16918945,   0.71825904,  -1.50846291,   0.43720627,   1.97845036,   0.04192419,   0.12845774,   2.01100000,   0.06088404,   0.02709225,   0.00000000,  -0.01907672, 44576.94170208,  -0.09054290,   1.12557893,  -1.09301567,   3.12492657,   0.00000000,  -0.00763069
  0.05596757,   4.05756569,  35.94243431,  -0.01562500,   0.02441406,   1.04467773,   0.67971098,  -1.56236994,   0.38694519,   1.97884858,   0.04652940,   0.14039385,   2.01100000,   0.06088404,   0.03828577,   0.00000000,  -0.01688367, 44476.94660922,   1.70881157,   0.42301868,  -0.96736297,   3.13020515,   0.00000000,  -0.00675347
  0.05596662,   4.11353230,  35.88646770,  -0.00952148,  -0.02197266,   0.96044922,   0.39651588,  -1.05203235,   0.24836345,   1.97667125,   0.04762033,   0.14760566,   2.01100000,   0.06088404,   0.04947909,   0.00000000,  -0.01083690, 45520.73394138,   0.42129324,   1.41777930,  -0.62090863,   3.13020515,   0.00000000,  -0.00433476
  0.05596495,   4.16949725,  35.83050275,   0.01708984,   0.04052734,   1.13623047,   0.40716290,  -0.93033671,   0.06696311,   1.97688950,   0.04783915,   0.15845018,   2.01100000,   0.06088404,   0.06067208,   0.00000000,  -0.00292182, 44717.37553147,   0.10142891,   0.57360190,  -0.16740777,   3.13548374,   0.00000000,  -0.00116873
  0.05497241,   4.22446966,  35.77553034,  -0.01171875,   0.01611328,   1.09960938,   0.98761332,  -1.10332441,  -0.07811522,   1.97697725,   0.04787661,   0.17016473,   2.01100000,   0.06088404,   0.07166656,   0.00000000,   0.00340842, 44463.52832419,   0.02861586,   0.63802148,   0.19528806,   3.13548374,   0.00000000,   0.00136337
  0.05796003,   4.28242970,  35.71757030,  -0.02832031,  -0.00683594,   0.95947266,   0.84484595,  -1.20910442,  -0.15642880,   1.97776932,   0.05253131,   0.17768183,   2.01100000,   0.06088404,   0.08325857,   0.00000000,   0.00682549, 45522.09724335,   1.73999179,   0.38041975,   0.39107200,   3.11436939,   0.00000000,   0.00273020
  0.05796504,   4.34039474,  35.65960526,   0.01123047,   0.02929688,   1.04614258,   0.48609772,  -0.78772670,  -0.20396115,   1.97795921,   0.05365460,   0.18857677,   2.01100000,   0.06088404,   0.09485158,   0.00000000,   0.00889948, 44798.35218159,   0.53659366,   0.60800779,   0.50990287,   3.13020515,   0.00000000,   0.00355979
  0.05596638,   4.39636111,  35.60363889,  -0.02270508,   0.01757813,   1.08984375,   0.76112080,  -0.75547856,  -0.24160932,   1.98029289,   0.05391946,   0.19590164,   2.01100000,   0.06088404,   0.10604485,   0.00000000,   0.01054220, 45514.50334924,   0.23762542,  -0.21834497,   0.60402330,   3.13020515,   0.00000000,   0.00421688
  0.05596685,   4.45232797,  35.54767203,  -0.01513672,   0.00610352,   1.00512695,   1.08068013,  -0.83327031,  -0.23655586,   1.98087107,   0.05396859,   0.20215962,   2.01100000,   0.06088404,   0.11723822,   0.00000000,   0.01032170, 45791.04725837,   0.15413474,   0.41363579,   0.59138965,   3.11964798,   0.00000000,   0.00412868
